index,learning_rate,batch_size,num_unit,auc,epochs,activation,dropout_rate,initilizer,num_layers,momentum,optimizer
48209,0.1,500,100,0.8970710663740256,50,relu,0.1,he_uniform,2,0,SGD
48058,0.1,200,2048,0.8969953833345947,20,relu,0.1,uniform,2,0,SGD
20701,0.001,20,2048,0.895519564065693,50,selu,0.1,he_uniform,2,0,SGD
32215,0.01,20,2048,0.8955195640656928,20,softsign,0.7,he_uniform,2,0,SGD
31879,0.01,20,512,0.895443881026262,20,softsign,0.7,uniform,2,0,SGD
5917,0.001,20,256,0.8950276243093922,50,softsign,0.1,lecun_uniform,2,0,SGD
30070,0.01,200,100,0.893778854158783,100,softsign,0.5,lecun_uniform,2,0,SGD
35679,0.01,100,2048,0.8937410126390676,50,tanh,0.5,he_uniform,2,0,SGD
43665,0.01,100,256,0.8937410126390676,20,selu,0.1,he_uniform,5,0,SGD
35967,0.01,100,2048,0.893513963520775,50,tanh,0.7,lecun_uniform,2,0,SGD
35084,0.01,50,512,0.8934761220010595,100,tanh,0.5,normal,5,0,SGD
36391,0.01,20,100,0.8934382804813441,20,tanh,0.7,uniform,2,0,SGD
35647,0.01,20,512,0.8932869144024825,20,tanh,0.5,he_uniform,5,0,SGD
48071,0.1,500,2048,0.8930598652841899,100,relu,0.1,uniform,2,0,SGD
44320,0.01,200,2048,0.8929274199651859,50,selu,0.5,normal,2,0,SGD
31645,0.01,20,2048,0.8928328161658972,50,softsign,0.7,normal,2,0,SGD
12595,0.001,20,512,0.8927571331264664,100,tanh,0.5,he_uniform,2,0,SGD
26702,0.01,50,512,0.892719291606751,50,relu,0.7,lecun_uniform,2,0,SGD
30238,0.01,200,2048,0.8926814500870355,100,softsign,0.5,lecun_uniform,5,0,SGD
31270,0.01,200,256,0.8926057670476046,100,softsign,0.7,lecun_uniform,2,0,SGD
36253,0.01,20,2048,0.8924544009687428,50,tanh,0.7,normal,2,0,SGD
11755,0.001,20,512,0.8923408764095966,100,tanh,0.5,lecun_uniform,5,0,SGD
35534,0.01,50,100,0.8922651933701659,50,tanh,0.5,he_uniform,2,0,SGD
37603,0.01,20,256,0.8921138272913041,100,sigmoid,0,uniform,2,0,SGD
48503,0.1,500,100,0.8920570650117309,100,relu,0.5,lecun_uniform,2,0,SGD
31366,0.01,200,2048,0.8918867781730114,100,softsign,0.7,lecun_uniform,2,0,SGD
30926,0.01,50,100,0.8917354120941496,50,softsign,0.5,he_uniform,2,0,SGD
46048,0.01,200,2048,0.8912434723378491,50,selu,0.7,he_uniform,2,0,SGD
48593,0.1,500,512,0.8911677892984183,50,relu,0.5,lecun_uniform,2,0,SGD
34712,0.01,50,256,0.8909028986604102,20,tanh,0.5,lecun_uniform,2,0,SGD
36572,0.01,50,2048,0.8908272156209793,100,tanh,0.7,uniform,5,0,SGD
48490,0.1,200,100,0.8908272156209793,20,relu,0.5,lecun_uniform,2,0,SGD
12931,0.001,20,2048,0.8906380080224021,100,tanh,0.7,lecun_uniform,2,0,SGD
31310,0.01,50,512,0.8906001665026868,50,softsign,0.7,lecun_uniform,2,0,SGD
36259,0.01,20,2048,0.8905434042231136,100,tanh,0.7,normal,2,0,SGD
36115,0.01,20,100,0.890524483463256,100,tanh,0.7,normal,2,0,SGD
42019,0.01,20,2048,0.8903163551048211,100,selu,0,normal,2,0,SGD
31652,0.01,50,2048,0.8902217513055326,100,softsign,0.7,normal,2,0,SGD
26750,0.01,50,2048,0.890183909785817,50,relu,0.7,lecun_uniform,2,0,SGD
34743,0.01,100,256,0.890183909785817,50,tanh,0.5,lecun_uniform,5,0,SGD
38989,0.01,20,100,0.890183909785817,50,sigmoid,0.1,he_uniform,2,0,SGD
45380,0.01,50,256,0.8901460682661015,100,selu,0.7,normal,2,0,SGD
39140,0.01,50,2048,0.8901082267463861,100,sigmoid,0.1,he_uniform,2,0,SGD
27571,0.01,20,512,0.889843336108378,100,relu,0.7,he_uniform,2,0,SGD
30208,0.01,200,2048,0.8898054945886628,50,softsign,0.5,lecun_uniform,2,0,SGD
36535,0.01,20,2048,0.8898054945886628,20,tanh,0.7,uniform,2,0,SGD
23191,0.01,20,256,0.889786573828805,20,relu,0,lecun_uniform,2,0,SGD
44902,0.01,200,2048,0.8897676530689473,100,selu,0.5,he_uniform,2,0,SGD
43991,0.01,500,512,0.8897676530689472,100,selu,0.5,lecun_uniform,2,0,SGD
30224,0.01,50,2048,0.8897298115492318,20,softsign,0.5,lecun_uniform,5,0,SGD
32180,0.01,50,512,0.8895406039506546,100,softsign,0.7,he_uniform,2,0,SGD
34335,0.01,100,10,0.8894649209112238,50,tanh,0.1,he_uniform,2,0,SGD
35918,0.01,50,512,0.8894270793915084,50,tanh,0.7,lecun_uniform,2,0,SGD
7771,0.001,20,2048,0.8893513963520775,100,softsign,0.5,uniform,5,0,SGD
12547,0.001,20,256,0.8893513963520775,100,tanh,0.5,he_uniform,2,0,SGD
44799,0.01,100,256,0.8893135548323621,50,selu,0.5,he_uniform,2,0,SGD
29944,0.01,200,2048,0.889313554832362,50,softsign,0.1,he_uniform,5,0,SGD
46930,0.1,200,2048,0.8891432679936426,20,relu,0,uniform,5,0,SGD
11635,0.001,20,100,0.889124347233785,100,tanh,0.5,lecun_uniform,2,0,SGD
35686,0.01,200,2048,0.8890865057140696,100,tanh,0.5,he_uniform,2,0,SGD
35815,0.01,20,100,0.8890865057140694,20,tanh,0.7,lecun_uniform,2,0,SGD
26708,0.01,50,512,0.889048664194354,100,relu,0.7,lecun_uniform,2,0,SGD
35638,0.01,200,512,0.889048664194354,100,tanh,0.5,he_uniform,2,0,SGD
36453,0.01,100,256,0.889048664194354,100,tanh,0.7,uniform,2,0,SGD
32132,0.01,50,256,0.8890108226746386,100,softsign,0.7,he_uniform,2,0,SGD
48382,0.1,200,2048,0.8889540603950654,100,relu,0.1,he_uniform,5,0,SGD
4765,0.001,20,256,0.8889351396352078,50,softsign,0,lecun_uniform,2,0,SGD
36692,0.01,50,100,0.8889351396352076,100,tanh,0.7,he_uniform,2,0,SGD
36823,0.01,20,2048,0.8889351396352076,20,tanh,0.7,he_uniform,2,0,SGD
19207,0.001,20,512,0.8888972981154923,20,selu,0,uniform,2,0,SGD
30790,0.01,200,2048,0.8888972981154923,100,softsign,0.5,uniform,2,0,SGD
31508,0.01,50,100,0.888783773556346,100,softsign,0.7,normal,2,0,SGD
47517,0.1,100,2048,0.8887459320366307,100,relu,0.1,lecun_uniform,5,0,SGD
49217,0.1,500,2048,0.8887080905169151,50,relu,0.5,uniform,2,0,SGD
10501,0.001,20,100,0.8886324074774843,50,tanh,0.1,lecun_uniform,5,0,SGD
35590,0.01,200,256,0.8885945659577689,100,tanh,0.5,he_uniform,2,0,SGD
30166,0.01,200,512,0.8885567244380534,100,softsign,0.5,lecun_uniform,2,0,SGD
44063,0.01,500,2048,0.888518882918338,100,selu,0.5,lecun_uniform,5,0,SGD
36157,0.01,20,256,0.8884810413986226,50,tanh,0.7,normal,2,0,SGD
49737,0.1,100,512,0.8884053583591917,20,relu,0.7,lecun_uniform,2,0,SGD
30949,0.01,20,100,0.8882918338000455,50,softsign,0.5,he_uniform,5,0,SGD
27523,0.01,20,256,0.8882918338000454,100,relu,0.7,he_uniform,2,0,SGD
20893,0.001,20,256,0.8882539922803302,50,selu,0.5,lecun_uniform,2,0,SGD
35911,0.01,20,512,0.8880647846817528,20,tanh,0.7,lecun_uniform,2,0,SGD
28195,0.01,20,2048,0.8879134186028912,100,softsign,0,normal,2,0,SGD
20725,0.001,20,2048,0.8878755770831757,50,selu,0.1,he_uniform,5,0,SGD
8275,0.001,20,512,0.8878377355634602,100,softsign,0.7,lecun_uniform,2,0,SGD
25447,0.01,20,100,0.8878377355634601,20,relu,0.5,lecun_uniform,2,0,SGD
35870,0.01,50,256,0.8877998940437448,50,tanh,0.7,lecun_uniform,2,0,SGD
20923,0.001,20,256,0.887724211004314,100,selu,0.5,lecun_uniform,5,0,SGD
2179,0.001,20,256,0.8876674487247408,100,relu,0.1,he_uniform,2,0,SGD
11732,0.001,50,512,0.8874593203663059,100,tanh,0.5,lecun_uniform,2,0,SGD
44847,0.01,100,512,0.8874214788465906,50,selu,0.5,he_uniform,2,0,SGD
35575,0.01,20,256,0.8874214788465905,20,tanh,0.5,he_uniform,2,0,SGD
30439,0.01,20,512,0.8873836373268751,20,softsign,0.5,normal,2,0,SGD
31173,0.01,100,10,0.8873079542874442,100,softsign,0.7,lecun_uniform,2,0,SGD
35582,0.01,50,256,0.8871944297282979,50,tanh,0.5,he_uniform,2,0,SGD
35344,0.01,200,512,0.8871565882085825,50,tanh,0.5,uniform,2,0,SGD
36494,0.01,50,512,0.8871565882085825,50,tanh,0.7,uniform,2,0,SGD
7195,0.001,20,2048,0.887118746688867,100,softsign,0.5,lecun_uniform,5,0,SGD
25580,0.01,50,512,0.887118746688867,100,relu,0.5,lecun_uniform,5,0,SGD
34840,0.01,200,2048,0.887118746688867,50,tanh,0.5,lecun_uniform,5,0,SGD
12355,0.001,20,2048,0.8870430636494362,100,tanh,0.5,uniform,2,0,SGD
28582,0.01,200,10,0.8870430636494362,100,softsign,0,he_uniform,2,0,SGD
38803,0.01,20,512,0.8870430636494362,100,sigmoid,0.1,uniform,2,0,SGD
36517,0.01,20,512,0.8870052221297209,50,tanh,0.7,uniform,5,0,SGD
26180,0.01,50,2048,0.8869673806100054,100,relu,0.5,uniform,2,0,SGD
30427,0.01,20,256,0.8868916975705746,100,softsign,0.5,normal,5,0,SGD
9332,0.001,50,100,0.8868916975705745,100,tanh,0,lecun_uniform,2,0,SGD
31214,0.01,50,100,0.8868916975705744,50,softsign,0.7,lecun_uniform,2,0,SGD
47385,0.1,100,256,0.8868727768107167,20,relu,0.1,lecun_uniform,2,0,SGD
12637,0.001,20,2048,0.886853856050859,50,tanh,0.5,he_uniform,2,0,SGD
41968,0.01,200,512,0.8867403314917127,50,selu,0,normal,2,0,SGD
25573,0.01,20,512,0.8867024899719972,50,relu,0.5,lecun_uniform,5,0,SGD
19844,0.001,50,2048,0.8866268069325665,100,selu,0.1,lecun_uniform,2,0,SGD
36830,0.01,50,2048,0.8866268069325665,50,tanh,0.7,he_uniform,2,0,SGD
27767,0.01,500,100,0.8866268069325663,100,softsign,0,lecun_uniform,2,0,SGD
35108,0.01,50,2048,0.8865700446529933,100,tanh,0.5,normal,2,0,SGD
36685,0.01,20,100,0.8865511238931355,50,tanh,0.7,he_uniform,2,0,SGD
49510,0.1,200,2048,0.8864943616135624,100,relu,0.5,he_uniform,2,0,SGD
45079,0.01,20,256,0.8864754408537047,20,selu,0.7,lecun_uniform,2,0,SGD
34832,0.01,50,2048,0.8864375993339891,20,tanh,0.5,lecun_uniform,5,0,SGD
26077,0.01,20,256,0.8864186785741316,50,relu,0.5,uniform,2,0,SGD
25592,0.01,50,2048,0.8863997578142738,20,relu,0.5,lecun_uniform,2,0,SGD
30813,0.01,100,2048,0.8863997578142738,100,softsign,0.5,uniform,5,0,SGD
34817,0.01,500,2048,0.8863997578142738,50,tanh,0.5,lecun_uniform,2,0,SGD
36973,0.01,20,100,0.8863997578142738,50,sigmoid,0,lecun_uniform,2,0,SGD
44853,0.01,100,512,0.8863997578142738,100,selu,0.5,he_uniform,2,0,SGD
29008,0.01,200,512,0.8863619162945584,50,softsign,0.1,lecun_uniform,2,0,SGD
48248,0.1,50,256,0.8863619162945584,20,relu,0.1,he_uniform,2,0,SGD
45142,0.01,200,512,0.886324074774843,100,selu,0.7,lecun_uniform,2,0,SGD
19652,0.001,50,10,0.8863240747748429,100,selu,0.1,lecun_uniform,2,0,SGD
35054,0.01,50,512,0.8863240747748429,50,tanh,0.5,normal,2,0,SGD
36067,0.01,20,10,0.8862862332551276,100,tanh,0.7,normal,2,0,SGD
45901,0.01,20,100,0.8862862332551276,50,selu,0.7,he_uniform,2,0,SGD
30493,0.01,20,2048,0.8862673124952698,50,softsign,0.5,normal,2,0,SGD
28966,0.01,200,256,0.8862483917354121,100,softsign,0.1,lecun_uniform,2,0,SGD
31597,0.01,20,512,0.8862483917354121,50,softsign,0.7,normal,2,0,SGD
20971,0.001,20,512,0.8862105502156967,100,selu,0.5,lecun_uniform,5,0,SGD
48493,0.1,20,100,0.8862105502156966,50,relu,0.5,lecun_uniform,2,0,SGD
49216,0.1,200,2048,0.8862105502156966,50,relu,0.5,uniform,2,0,SGD
29774,0.01,50,100,0.8861727086959812,50,softsign,0.1,he_uniform,2,0,SGD
30231,0.01,100,2048,0.8861727086959812,50,softsign,0.5,lecun_uniform,5,0,SGD
36398,0.01,50,100,0.8861727086959812,50,tanh,0.7,uniform,2,0,SGD
45759,0.01,100,2048,0.8861348671762659,50,selu,0.7,uniform,2,0,SGD
26947,0.01,20,256,0.8860970256565504,100,relu,0.7,normal,2,0,SGD
35877,0.01,100,256,0.8860970256565504,100,tanh,0.7,lecun_uniform,2,0,SGD
11198,0.001,50,2048,0.8860970256565502,50,tanh,0.1,uniform,2,0,SGD
28960,0.01,200,256,0.8859835010974041,50,softsign,0.1,lecun_uniform,2,0,SGD
33561,0.01,100,256,0.8859078180579733,20,tanh,0.1,lecun_uniform,2,0,SGD
36211,0.01,20,512,0.8859078180579733,100,tanh,0.7,normal,2,0,SGD
26419,0.01,20,512,0.8858699765382577,100,relu,0.5,he_uniform,2,0,SGD
48489,0.1,100,100,0.8858510557784001,20,relu,0.5,lecun_uniform,2,0,SGD
40003,0.01,20,2048,0.8858321350185423,100,sigmoid,0.5,uniform,2,0,SGD
31941,0.01,100,2048,0.8857564519791115,100,softsign,0.7,uniform,2,0,SGD
39044,0.01,50,256,0.885718610459396,100,sigmoid,0.1,he_uniform,2,0,SGD
21667,0.001,20,10,0.8856807689396806,100,selu,0.5,he_uniform,2,0,SGD
38173,0.01,20,256,0.8856807689396806,50,sigmoid,0.1,lecun_uniform,2,0,SGD
48538,0.1,200,256,0.8856807689396806,20,relu,0.5,lecun_uniform,2,0,SGD
30190,0.01,200,512,0.8856429274199652,100,softsign,0.5,lecun_uniform,5,0,SGD
31317,0.01,100,512,0.8856429274199651,100,softsign,0.7,lecun_uniform,2,0,SGD
31964,0.01,50,2048,0.8855672443805344,100,softsign,0.7,uniform,5,0,SGD
36205,0.01,20,512,0.8855672443805342,50,tanh,0.7,normal,2,0,SGD
26127,0.01,100,512,0.8855294028608189,50,relu,0.5,uniform,2,0,SGD
37700,0.01,50,2048,0.8855294028608188,100,sigmoid,0,uniform,2,0,SGD
11773,0.001,20,2048,0.8854537198213881,50,tanh,0.5,lecun_uniform,2,0,SGD
31797,0.01,100,100,0.885453719821388,100,softsign,0.7,uniform,2,0,SGD
34556,0.01,50,2048,0.8854347990615302,100,tanh,0.1,he_uniform,5,0,SGD
4855,0.001,20,2048,0.8854158783016727,20,softsign,0,lecun_uniform,2,0,SGD
23317,0.01,20,2048,0.8854158783016727,50,relu,0,lecun_uniform,5,0,SGD
26084,0.01,50,256,0.8854158783016726,100,relu,0.5,uniform,2,0,SGD
31549,0.01,20,256,0.8854158783016726,50,softsign,0.7,normal,2,0,SGD
36164,0.01,50,256,0.8854158783016726,100,tanh,0.7,normal,2,0,SGD
45710,0.01,50,512,0.8854158783016726,50,selu,0.7,uniform,2,0,SGD
28487,0.01,500,2048,0.8853780367819571,100,softsign,0,uniform,2,0,SGD
31207,0.01,20,100,0.8853780367819571,20,softsign,0.7,lecun_uniform,2,0,SGD
32222,0.01,50,2048,0.8853780367819571,50,softsign,0.7,he_uniform,2,0,SGD
29149,0.01,20,10,0.8853401952622417,50,softsign,0.1,normal,2,0,SGD
49478,0.1,50,512,0.885321274502384,50,relu,0.5,he_uniform,5,0,SGD
43977,0.01,100,512,0.8853023537425262,20,selu,0.5,lecun_uniform,2,0,SGD
26372,0.01,50,256,0.8852645122228109,100,relu,0.5,he_uniform,2,0,SGD
30207,0.01,100,2048,0.8852266707030955,50,softsign,0.5,lecun_uniform,2,0,SGD
30421,0.01,20,256,0.8852266707030955,50,softsign,0.5,normal,5,0,SGD
20941,0.001,20,512,0.8851888291833799,50,selu,0.5,lecun_uniform,2,0,SGD
22147,0.001,20,2048,0.8851888291833799,100,selu,0.7,lecun_uniform,2,0,SGD
25597,0.01,20,2048,0.8851888291833799,50,relu,0.5,lecun_uniform,2,0,SGD
36837,0.01,100,2048,0.8851888291833799,100,tanh,0.7,he_uniform,2,0,SGD
27229,0.01,20,256,0.8851509876636646,50,relu,0.7,uniform,2,0,SGD
45670,0.01,200,256,0.8851131461439491,100,selu,0.7,uniform,2,0,SGD
46054,0.01,200,2048,0.8851131461439491,100,selu,0.7,he_uniform,2,0,SGD
48910,0.1,200,512,0.8850753046242338,100,relu,0.5,normal,5,0,SGD
31016,0.01,50,512,0.8850753046242337,20,softsign,0.5,he_uniform,2,0,SGD
32228,0.01,50,2048,0.885056383864376,100,softsign,0.7,he_uniform,2,0,SGD
35587,0.01,20,256,0.8850563838643759,100,tanh,0.5,he_uniform,2,0,SGD
30428,0.01,50,256,0.8850374631045184,100,softsign,0.5,normal,5,0,SGD
20990,0.001,50,2048,0.8849996215848028,50,selu,0.5,lecun_uniform,2,0,SGD
31030,0.01,200,512,0.8849996215848028,100,softsign,0.5,he_uniform,2,0,SGD
45908,0.01,50,100,0.8849996215848028,100,selu,0.7,he_uniform,2,0,SGD
39037,0.01,20,256,0.884923938545372,50,sigmoid,0.1,he_uniform,2,0,SGD
43738,0.01,200,2048,0.884923938545372,20,selu,0.1,he_uniform,2,0,SGD
45998,0.01,50,512,0.8849239385453719,50,selu,0.7,he_uniform,2,0,SGD
44000,0.01,50,512,0.8848860970256567,20,selu,0.5,lecun_uniform,5,0,SGD
48166,0.1,200,10,0.8848482555059412,100,relu,0.1,he_uniform,2,0,SGD
30975,0.01,100,256,0.8848104139862257,50,softsign,0.5,he_uniform,2,0,SGD
25510,0.01,200,256,0.8848104139862256,100,relu,0.5,lecun_uniform,2,0,SGD
20845,0.001,20,100,0.8847725724665103,50,selu,0.5,lecun_uniform,2,0,SGD
44576,0.01,50,512,0.8847725724665103,20,selu,0.5,uniform,5,0,SGD
26407,0.01,20,512,0.8847725724665102,20,relu,0.5,he_uniform,2,0,SGD
34701,0.01,100,100,0.8847725724665102,100,tanh,0.5,lecun_uniform,5,0,SGD
49694,0.1,50,256,0.8847725724665102,50,relu,0.7,lecun_uniform,2,0,SGD
30111,0.01,100,256,0.8847347309467949,50,softsign,0.5,lecun_uniform,2,0,SGD
43888,0.01,200,100,0.8847347309467949,50,selu,0.5,lecun_uniform,2,0,SGD
36788,0.01,50,512,0.8847347309467948,100,tanh,0.7,he_uniform,2,0,SGD
21595,0.001,20,2048,0.8846968894270795,100,selu,0.5,uniform,5,0,SGD
45038,0.01,50,100,0.8846212063876486,50,selu,0.7,lecun_uniform,2,0,SGD
26182,0.01,200,2048,0.8846212063876484,100,relu,0.5,uniform,2,0,SGD
48886,0.1,200,512,0.8846022856277909,100,relu,0.5,normal,2,0,SGD
35535,0.01,100,100,0.8845455233482177,50,tanh,0.5,he_uniform,2,0,SGD
45094,0.01,200,256,0.8845076818285021,100,selu,0.7,lecun_uniform,2,0,SGD
27712,0.01,200,10,0.8844698403087867,50,softsign,0,lecun_uniform,2,0,SGD
31915,0.01,20,512,0.8844319987890712,100,softsign,0.7,uniform,5,0,SGD
49695,0.1,100,256,0.8844130780292138,50,relu,0.7,lecun_uniform,2,0,SGD
29625,0.01,100,2048,0.884394157269356,20,softsign,0.1,uniform,2,0,SGD
36446,0.01,50,256,0.8843941572693559,50,tanh,0.7,uniform,2,0,SGD
45176,0.01,50,2048,0.8843941572693559,20,selu,0.7,lecun_uniform,2,0,SGD
32368,0.01,200,100,0.8843563157496406,50,tanh,0,lecun_uniform,2,0,SGD
10639,0.001,20,2048,0.8843563157496405,20,tanh,0.1,lecun_uniform,5,0,SGD
18591,0.001,100,256,0.8843563157496405,50,selu,0,lecun_uniform,2,0,SGD
35925,0.01,100,512,0.8843563157496405,100,tanh,0.7,lecun_uniform,2,0,SGD
9463,0.001,20,2048,0.884318474229925,20,tanh,0,lecun_uniform,2,0,SGD
23301,0.01,100,2048,0.8842806327102097,100,relu,0,lecun_uniform,2,0,SGD
43983,0.01,100,512,0.8842806327102097,50,selu,0.5,lecun_uniform,2,0,SGD
31333,0.01,20,512,0.8842427911904942,50,softsign,0.7,lecun_uniform,5,0,SGD
43929,0.01,100,256,0.8842427911904941,20,selu,0.5,lecun_uniform,2,0,SGD
29584,0.01,200,512,0.8842049496707789,50,softsign,0.1,uniform,2,0,SGD
45692,0.01,50,256,0.8842049496707789,100,selu,0.7,uniform,5,0,SGD
35061,0.01,100,512,0.8842049496707788,100,tanh,0.5,normal,2,0,SGD
30523,0.01,20,2048,0.8841860289109211,100,softsign,0.5,normal,5,0,SGD
48352,0.1,200,2048,0.8841860289109211,50,relu,0.1,he_uniform,2,0,SGD
20749,0.001,20,5,0.8841671081510634,50,selu,0.5,lecun_uniform,2,0,SGD
37124,0.01,50,2048,0.8841671081510634,100,sigmoid,0,lecun_uniform,2,0,SGD
26757,0.01,100,2048,0.8841292666313479,100,relu,0.7,lecun_uniform,2,0,SGD
30500,0.01,50,2048,0.8841292666313478,100,softsign,0.5,normal,2,0,SGD
48783,0.1,100,100,0.8841292666313478,50,relu,0.5,normal,2,0,SGD
35132,0.01,50,2048,0.8841103458714902,100,tanh,0.5,normal,5,0,SGD
35078,0.01,50,512,0.8840914251116324,50,tanh,0.5,normal,5,0,SGD
36404,0.01,50,100,0.8840914251116324,100,tanh,0.7,uniform,2,0,SGD
35701,0.01,20,2048,0.8840725043517748,50,tanh,0.5,he_uniform,5,0,SGD
9470,0.001,50,2048,0.8840535835919171,50,tanh,0,lecun_uniform,2,0,SGD
25606,0.01,200,2048,0.8840535835919171,100,relu,0.5,lecun_uniform,2,0,SGD
26125,0.01,20,512,0.8840535835919171,50,relu,0.5,uniform,2,0,SGD
32077,0.01,20,100,0.884053583591917,50,softsign,0.7,he_uniform,2,0,SGD
32424,0.01,1000,256,0.884053583591917,100,tanh,0,lecun_uniform,2,0,SGD
33562,0.01,200,256,0.8840157420722017,20,tanh,0.1,lecun_uniform,2,0,SGD
43118,0.01,50,512,0.8840157420722017,50,selu,0.1,normal,2,0,SGD
27284,0.01,50,512,0.8839968213123439,100,relu,0.7,uniform,2,0,SGD
34663,0.01,20,100,0.8839968213123438,20,tanh,0.5,lecun_uniform,2,0,SGD
19735,0.001,20,256,0.8839779005524863,20,selu,0.1,lecun_uniform,2,0,SGD
47407,0.1,20,256,0.8839779005524863,20,relu,0.1,lecun_uniform,5,0,SGD
31909,0.01,20,512,0.8839779005524862,50,softsign,0.7,uniform,5,0,SGD
48537,0.1,100,256,0.8839589797926284,20,relu,0.5,lecun_uniform,2,0,SGD
21475,0.001,20,256,0.8839022175130553,100,selu,0.5,uniform,2,0,SGD
46303,0.1,20,512,0.8838832967531975,20,relu,0,lecun_uniform,5,0,SGD
45208,0.01,200,2048,0.8838643759933399,50,selu,0.7,lecun_uniform,5,0,SGD
2467,0.001,20,256,0.8838643759933398,100,relu,0.5,lecun_uniform,2,0,SGD
24404,0.01,50,512,0.8838454552334821,100,relu,0.1,lecun_uniform,2,0,SGD
21469,0.001,20,256,0.8838265344736245,50,selu,0.5,uniform,2,0,SGD
35672,0.01,50,2048,0.8838265344736244,20,tanh,0.5,he_uniform,2,0,SGD
27565,0.01,20,512,0.883788692953909,50,relu,0.7,he_uniform,2,0,SGD
29923,0.01,20,2048,0.883788692953909,100,softsign,0.1,he_uniform,2,0,SGD
33225,0.01,100,100,0.883788692953909,20,tanh,0,he_uniform,2,0,SGD
48496,0.1,200,100,0.8837697721940513,50,relu,0.5,lecun_uniform,2,0,SGD
21565,0.001,20,2048,0.8837508514341936,50,selu,0.5,uniform,2,0,SGD
36487,0.01,20,512,0.8837508514341936,20,tanh,0.7,uniform,2,0,SGD
34342,0.01,200,10,0.8837508514341935,100,tanh,0.1,he_uniform,2,0,SGD
31604,0.01,50,512,0.8837130099144783,100,softsign,0.7,normal,2,0,SGD
8323,0.001,20,2048,0.8837130099144782,100,softsign,0.7,lecun_uniform,2,0,SGD
35564,0.01,50,100,0.8837130099144781,100,tanh,0.5,he_uniform,5,0,SGD
46183,0.1,20,100,0.8837130099144781,20,relu,0,lecun_uniform,2,0,SGD
30183,0.01,100,512,0.8836751683947628,50,softsign,0.5,lecun_uniform,5,0,SGD
25558,0.01,200,512,0.8836751683947627,100,relu,0.5,lecun_uniform,2,0,SGD
42583,0.01,20,2048,0.8836751683947627,20,selu,0,he_uniform,2,0,SGD
48586,0.1,200,512,0.8836751683947627,20,relu,0.5,lecun_uniform,2,0,SGD
28502,0.01,50,2048,0.8836373268750474,50,softsign,0,uniform,5,0,SGD
30475,0.01,20,512,0.8836373268750474,100,softsign,0.5,normal,5,0,SGD
35399,0.01,500,2048,0.883599485355332,100,tanh,0.5,uniform,2,0,SGD
3139,0.001,20,2048,0.8835994853553318,100,relu,0.5,uniform,2,0,SGD
30991,0.01,20,256,0.8835994853553318,20,softsign,0.5,he_uniform,5,0,SGD
31893,0.01,100,512,0.8835994853553318,100,softsign,0.7,uniform,2,0,SGD
25501,0.01,20,256,0.8835805645954742,50,relu,0.5,lecun_uniform,2,0,SGD
24400,0.01,200,512,0.8835616438356165,50,relu,0.1,lecun_uniform,2,0,SGD
48536,0.1,50,256,0.8835616438356165,20,relu,0.5,lecun_uniform,2,0,SGD
49142,0.1,50,256,0.8835427230757588,50,relu,0.5,uniform,5,0,SGD
11347,0.001,20,100,0.8835238023159011,100,tanh,0.1,he_uniform,2,0,SGD
29015,0.01,500,512,0.8835238023159011,100,softsign,0.1,lecun_uniform,2,0,SGD
45190,0.01,200,2048,0.883523802315901,100,selu,0.7,lecun_uniform,2,0,SGD
28053,0.01,100,100,0.8834859607961857,100,softsign,0,normal,2,0,SGD
43748,0.01,50,2048,0.8834670400363278,100,selu,0.1,he_uniform,2,0,SGD
7699,0.001,20,512,0.8834481192764702,100,softsign,0.5,uniform,2,0,SGD
20653,0.001,20,512,0.8834481192764702,50,selu,0.1,he_uniform,2,0,SGD
45093,0.01,100,256,0.8834481192764702,100,selu,0.7,lecun_uniform,2,0,SGD
48328,0.1,200,512,0.8834102777567548,50,relu,0.1,he_uniform,5,0,SGD
31022,0.01,50,512,0.8834102777567547,50,softsign,0.5,he_uniform,2,0,SGD
35702,0.01,50,2048,0.8834102777567547,50,tanh,0.5,he_uniform,5,0,SGD
48230,0.1,50,100,0.8834102777567547,50,relu,0.1,he_uniform,5,0,SGD
30814,0.01,200,2048,0.8833724362370393,100,softsign,0.5,uniform,5,0,SGD
36693,0.01,100,100,0.8833724362370393,100,tanh,0.7,he_uniform,2,0,SGD
34797,0.01,100,512,0.8833724362370392,100,tanh,0.5,lecun_uniform,5,0,SGD
35527,0.01,20,100,0.8833724362370392,20,tanh,0.5,he_uniform,2,0,SGD
35685,0.01,100,2048,0.8833724362370392,100,tanh,0.5,he_uniform,2,0,SGD
35011,0.01,20,256,0.8833535154771816,100,tanh,0.5,normal,2,0,SGD
12643,0.001,20,2048,0.8833345947173238,100,tanh,0.5,he_uniform,2,0,SGD
49174,0.1,200,512,0.8833156739574661,100,relu,0.5,uniform,2,0,SGD
48335,0.1,500,512,0.8832778324377506,100,relu,0.1,he_uniform,5,0,SGD
35829,0.01,100,100,0.883258911677893,100,tanh,0.7,lecun_uniform,2,0,SGD
38221,0.01,20,512,0.8832589116778929,50,sigmoid,0.1,lecun_uniform,2,0,SGD
10629,0.001,100,2048,0.8832210701581775,100,tanh,0.1,lecun_uniform,2,0,SGD
26269,0.01,20,10,0.8832210701581775,50,relu,0.5,he_uniform,2,0,SGD
36565,0.01,20,2048,0.8832210701581775,50,tanh,0.7,uniform,5,0,SGD
