index,learning_rate,batch_size,num_unit,auc,epochs,activation,dropout_rate,initilizer,num_layers,momentum,optimizer
27897,0.01,100,2048,0.8732309089533036,20,softsign,0,lecun_uniform,2,0,SGD
29783,0.01,500,100,0.8732309089533036,100,softsign,0.1,he_uniform,2,0,SGD
49170,0.1,1000,512,0.8732309089533036,50,relu,0.5,uniform,2,0,SGD
34821,0.01,100,2048,0.8732119881934459,100,tanh,0.5,lecun_uniform,2,0,SGD
23299,0.01,20,2048,0.8731930674335882,100,relu,0,lecun_uniform,2,0,SGD
27236,0.01,50,256,0.8731930674335882,100,relu,0.7,uniform,2,0,SGD
34196,0.01,50,512,0.873193067433588,100,tanh,0.1,uniform,2,0,SGD
28495,0.01,20,2048,0.8731741466737304,20,softsign,0,uniform,5,0,SGD
32542,0.01,200,2048,0.8731741466737304,100,tanh,0,lecun_uniform,5,0,SGD
46271,0.1,500,256,0.8731741466737304,100,relu,0,lecun_uniform,5,0,SGD
48070,0.1,200,2048,0.8731741466737304,100,relu,0.1,uniform,2,0,SGD
10484,0.001,50,100,0.8731552259138727,100,tanh,0.1,lecun_uniform,2,0,SGD
30215,0.01,500,2048,0.8731552259138727,100,softsign,0.5,lecun_uniform,2,0,SGD
30357,0.01,100,100,0.8731552259138727,100,softsign,0.5,normal,2,0,SGD
37933,0.01,20,512,0.8731552259138727,50,sigmoid,0,he_uniform,2,0,SGD
41633,0.01,500,256,0.8731552259138727,50,selu,0,lecun_uniform,2,0,SGD
5941,0.001,20,256,0.8731552259138726,50,softsign,0.1,lecun_uniform,5,0,SGD
46600,0.1,200,512,0.8731552259138726,50,relu,0,normal,5,0,SGD
11228,0.001,50,2048,0.8731173843941573,100,tanh,0.1,uniform,5,0,SGD
21859,0.001,20,2048,0.8731173843941572,100,selu,0.5,he_uniform,2,0,SGD
30733,0.01,20,512,0.8730984636342997,50,softsign,0.5,uniform,2,0,SGD
33631,0.01,20,512,0.8730984636342995,20,tanh,0.1,lecun_uniform,5,0,SGD
34198,0.01,200,512,0.8730984636342995,100,tanh,0.1,uniform,2,0,SGD
18452,0.001,50,5,0.8730417013547265,100,selu,0,lecun_uniform,2,0,SGD
19544,0.001,50,2048,0.8730417013547265,20,selu,0,he_uniform,2,0,SGD
29084,0.01,50,2048,0.8730417013547265,100,softsign,0.1,lecun_uniform,5,0,SGD
48879,0.1,100,512,0.8730417013547265,50,relu,0.5,normal,2,0,SGD
49358,0.1,50,100,0.8730417013547265,50,relu,0.5,he_uniform,2,0,SGD
34435,0.01,20,256,0.8730417013547264,100,tanh,0.1,he_uniform,2,0,SGD
45686,0.01,50,256,0.8730417013547264,50,selu,0.7,uniform,5,0,SGD
44227,0.01,20,256,0.8730227805948687,100,selu,0.5,normal,2,0,SGD
49222,0.1,200,2048,0.8730227805948686,100,relu,0.5,uniform,2,0,SGD
20899,0.001,20,256,0.873003859835011,100,selu,0.5,lecun_uniform,2,0,SGD
26373,0.01,100,256,0.873003859835011,100,relu,0.5,he_uniform,2,0,SGD
29926,0.01,200,2048,0.873003859835011,100,softsign,0.1,he_uniform,2,0,SGD
30800,0.01,50,2048,0.873003859835011,20,softsign,0.5,uniform,5,0,SGD
9428,0.001,50,512,0.8730038598350109,100,tanh,0,lecun_uniform,2,0,SGD
30134,0.01,50,256,0.8730038598350109,50,softsign,0.5,lecun_uniform,5,0,SGD
31579,0.01,20,256,0.8730038598350109,100,softsign,0.7,normal,5,0,SGD
36543,0.01,100,2048,0.8730038598350109,50,tanh,0.7,uniform,2,0,SGD
48241,0.1,20,256,0.8730038598350108,1,relu,0.1,he_uniform,2,0,SGD
24303,0.01,100,100,0.8729849390751533,50,relu,0.1,lecun_uniform,2,0,SGD
5444,0.001,50,2048,0.8729660183152956,100,softsign,0,uniform,2,0,SGD
28221,0.01,100,2048,0.8729660183152956,100,softsign,0,normal,5,0,SGD
30014,0.01,50,10,0.8729660183152956,50,softsign,0.5,lecun_uniform,2,0,SGD
33326,0.01,50,512,0.8729660183152956,50,tanh,0,he_uniform,2,0,SGD
47927,0.1,500,100,0.8729660183152956,100,relu,0.1,uniform,2,0,SGD
30206,0.01,50,2048,0.8729660183152955,50,softsign,0.5,lecun_uniform,2,0,SGD
44463,0.01,100,100,0.8729660183152955,50,selu,0.5,uniform,2,0,SGD
28148,0.01,50,512,0.8729660183152954,100,softsign,0,normal,2,0,SGD
35773,0.01,20,10,0.8729660183152954,50,tanh,0.7,lecun_uniform,2,0,SGD
29061,0.01,100,2048,0.8729470975554379,100,softsign,0.1,lecun_uniform,2,0,SGD
33403,0.01,20,2048,0.8729470975554379,100,tanh,0,he_uniform,5,0,SGD
46869,0.1,100,512,0.8729470975554379,100,relu,0,uniform,2,0,SGD
11629,0.001,20,100,0.8729281767955801,50,tanh,0.5,lecun_uniform,2,0,SGD
29287,0.01,20,512,0.8729281767955801,20,softsign,0.1,normal,2,0,SGD
43621,0.01,20,100,0.8729281767955801,50,selu,0.1,he_uniform,5,0,SGD
45037,0.01,20,100,0.8729281767955801,50,selu,0.7,lecun_uniform,2,0,SGD
48607,0.1,20,512,0.8729281767955801,20,relu,0.5,lecun_uniform,5,0,SGD
49749,0.1,100,512,0.8729092560357224,100,relu,0.7,lecun_uniform,2,0,SGD
49120,0.1,200,256,0.8729092560357223,50,relu,0.5,uniform,2,0,SGD
31076,0.01,50,2048,0.8728903352758647,100,softsign,0.5,he_uniform,2,0,SGD
31316,0.01,50,512,0.8728903352758647,100,softsign,0.7,lecun_uniform,2,0,SGD
47434,0.1,200,512,0.8728903352758647,20,relu,0.1,lecun_uniform,2,0,SGD
47143,0.1,20,512,0.872871414516007,20,relu,0,he_uniform,2,0,SGD
29911,0.01,20,2048,0.8728524937561493,20,softsign,0.1,he_uniform,2,0,SGD
31052,0.01,50,512,0.8728524937561493,100,softsign,0.5,he_uniform,5,0,SGD
35198,0.01,50,10,0.8728524937561493,50,tanh,0.5,uniform,2,0,SGD
49366,0.1,200,100,0.8728524937561493,100,relu,0.5,he_uniform,2,0,SGD
35781,0.01,100,10,0.8728524937561492,100,tanh,0.7,lecun_uniform,2,0,SGD
9367,0.001,20,256,0.872814652236434,20,tanh,0,lecun_uniform,2,0,SGD
35541,0.01,100,100,0.8728146522364338,100,tanh,0.5,he_uniform,2,0,SGD
44197,0.01,20,100,0.8728146522364338,50,selu,0.5,normal,5,0,SGD
28927,0.01,20,100,0.8728146522364337,20,softsign,0.1,lecun_uniform,5,0,SGD
34700,0.01,50,100,0.8728146522364337,100,tanh,0.5,lecun_uniform,5,0,SGD
43219,0.01,20,5,0.8727768107167185,100,selu,0.1,uniform,2,0,SGD
163,0.001,20,256,0.8727768107167184,100,relu,0,lecun_uniform,2,0,SGD
19856,0.001,50,2048,0.8727768107167184,20,selu,0.1,lecun_uniform,5,0,SGD
37405,0.01,20,2048,0.8727768107167184,50,sigmoid,0,normal,2,0,SGD
43711,0.01,20,512,0.8727768107167184,20,selu,0.1,he_uniform,5,0,SGD
45608,0.01,50,100,0.8727768107167184,20,selu,0.7,uniform,2,0,SGD
11780,0.001,50,2048,0.8727768107167183,100,tanh,0.5,lecun_uniform,2,0,SGD
29039,0.01,500,512,0.8727768107167183,100,softsign,0.1,lecun_uniform,5,0,SGD
34521,0.01,100,2048,0.8727768107167182,20,tanh,0.1,he_uniform,2,0,SGD
33373,0.01,20,2048,0.8727578899568608,50,tanh,0,he_uniform,2,0,SGD
26083,0.01,20,256,0.8727578899568607,100,relu,0.5,uniform,2,0,SGD
34424,0.01,50,256,0.872738969197003,20,tanh,0.1,he_uniform,2,0,SGD
48224,0.1,50,100,0.872738969197003,20,relu,0.1,he_uniform,5,0,SGD
35336,0.01,50,512,0.8727389691970029,20,tanh,0.5,uniform,2,0,SGD
47347,0.1,20,100,0.8727200484371453,100,relu,0.1,lecun_uniform,2,0,SGD
34723,0.01,20,256,0.8727200484371452,100,tanh,0.5,lecun_uniform,2,0,SGD
4844,0.001,50,512,0.8727011276772876,100,softsign,0,lecun_uniform,5,0,SGD
25213,0.01,20,256,0.8727011276772876,50,relu,0.1,he_uniform,2,0,SGD
29921,0.01,500,2048,0.8727011276772876,50,softsign,0.1,he_uniform,2,0,SGD
38515,0.01,20,512,0.8727011276772876,100,sigmoid,0.1,normal,2,0,SGD
42705,0.01,100,10,0.8727011276772876,20,selu,0.1,lecun_uniform,5,0,SGD
29263,0.01,20,256,0.8727011276772875,20,softsign,0.1,normal,5,0,SGD
32413,0.01,20,256,0.8726822069174298,50,tanh,0,lecun_uniform,2,0,SGD
30062,0.01,50,100,0.8726632861575722,50,softsign,0.5,lecun_uniform,2,0,SGD
30638,0.01,50,100,0.8726632861575722,50,softsign,0.5,uniform,2,0,SGD
35830,0.01,200,100,0.8726632861575722,100,tanh,0.7,lecun_uniform,2,0,SGD
43819,0.01,20,5,0.8726632861575722,100,selu,0.5,lecun_uniform,5,0,SGD
2227,0.001,20,512,0.872663286157572,100,relu,0.1,he_uniform,2,0,SGD
6021,0.001,100,2048,0.872663286157572,100,softsign,0.1,lecun_uniform,2,0,SGD
27849,0.01,100,512,0.872663286157572,20,softsign,0,lecun_uniform,2,0,SGD
33106,0.01,200,2048,0.872663286157572,20,tanh,0,uniform,5,0,SGD
44486,0.01,50,100,0.872663286157572,50,selu,0.5,uniform,5,0,SGD
48525,0.1,100,100,0.872663286157572,100,relu,0.5,lecun_uniform,5,0,SGD
29629,0.01,20,2048,0.8726443653977144,50,softsign,0.1,uniform,2,0,SGD
34486,0.01,200,512,0.8726443653977144,100,tanh,0.1,he_uniform,2,0,SGD
48901,0.1,20,512,0.8726443653977144,50,relu,0.5,normal,5,0,SGD
25016,0.01,50,2048,0.8726443653977143,20,relu,0.1,uniform,2,0,SGD
27854,0.01,50,512,0.8726443653977143,50,softsign,0,lecun_uniform,2,0,SGD
28795,0.01,20,2048,0.8726443653977143,100,softsign,0,he_uniform,5,0,SGD
26365,0.01,20,256,0.8726443653977142,50,relu,0.5,he_uniform,2,0,SGD
28473,0.01,100,2048,0.8726254446378567,20,softsign,0,uniform,2,0,SGD
35823,0.01,100,100,0.8726254446378567,50,tanh,0.7,lecun_uniform,2,0,SGD
36440,0.01,50,256,0.8726254446378567,20,tanh,0.7,uniform,2,0,SGD
41631,0.01,100,256,0.8726254446378567,50,selu,0,lecun_uniform,2,0,SGD
30405,0.01,100,256,0.8726254446378566,100,softsign,0.5,normal,2,0,SGD
31892,0.01,50,512,0.8726254446378566,100,softsign,0.7,uniform,2,0,SGD
35589,0.01,100,256,0.8726254446378566,100,tanh,0.5,he_uniform,2,0,SGD
43384,0.01,200,256,0.8725876031181413,50,selu,0.1,uniform,5,0,SGD
49431,0.1,100,256,0.8725876031181413,50,relu,0.5,he_uniform,5,0,SGD
4819,0.001,20,512,0.8725876031181412,100,softsign,0,lecun_uniform,2,0,SGD
20983,0.001,20,2048,0.8725876031181412,20,selu,0.5,lecun_uniform,2,0,SGD
43669,0.01,20,256,0.8725876031181411,50,selu,0.1,he_uniform,5,0,SGD
34549,0.01,20,2048,0.8725686823582834,50,tanh,0.1,he_uniform,5,0,SGD
30883,0.01,20,10,0.8725497615984259,100,softsign,0.5,he_uniform,2,0,SGD
29057,0.01,500,2048,0.8725497615984258,50,softsign,0.1,lecun_uniform,2,0,SGD
29062,0.01,200,2048,0.8725497615984258,100,softsign,0.1,lecun_uniform,2,0,SGD
29767,0.01,20,100,0.8725497615984258,20,softsign,0.1,he_uniform,2,0,SGD
31213,0.01,20,100,0.8725497615984258,50,softsign,0.7,lecun_uniform,2,0,SGD
34262,0.01,50,2048,0.8725497615984258,50,tanh,0.1,uniform,5,0,SGD
25256,0.01,50,512,0.8725119200787105,20,relu,0.1,he_uniform,2,0,SGD
22579,0.001,20,100,0.8725119200787104,100,selu,0.7,uniform,2,0,SGD
28910,0.01,50,100,0.8725119200787104,50,softsign,0.1,lecun_uniform,2,0,SGD
45128,0.01,50,512,0.8725119200787104,20,selu,0.7,lecun_uniform,2,0,SGD
47444,0.1,50,512,0.8725119200787104,100,relu,0.1,lecun_uniform,2,0,SGD
48884,0.1,50,512,0.8725119200787104,100,relu,0.5,normal,2,0,SGD
19759,0.001,20,256,0.8725119200787103,20,selu,0.1,lecun_uniform,5,0,SGD
35421,0.01,100,2048,0.8724929993188526,100,tanh,0.5,uniform,5,0,SGD
48015,0.1,100,512,0.8724929993188526,50,relu,0.1,uniform,2,0,SGD
8035,0.001,20,2048,0.872474078558995,100,softsign,0.5,he_uniform,2,0,SGD
28953,0.01,100,256,0.872474078558995,20,softsign,0.1,lecun_uniform,2,0,SGD
35542,0.01,200,100,0.872474078558995,100,tanh,0.5,he_uniform,2,0,SGD
35673,0.01,100,2048,0.872474078558995,20,tanh,0.5,he_uniform,2,0,SGD
48309,0.1,100,512,0.8724551577991373,100,relu,0.1,he_uniform,2,0,SGD
49652,0.1,50,100,0.8724551577991373,100,relu,0.7,lecun_uniform,2,0,SGD
48236,0.1,50,100,0.8724551577991372,100,relu,0.1,he_uniform,5,0,SGD
27657,0.01,100,5,0.8724362370392796,20,softsign,0,lecun_uniform,2,0,SGD
42882,0.01,1000,2048,0.8724362370392796,50,selu,0.1,lecun_uniform,2,0,SGD
11101,0.001,20,256,0.8724362370392795,50,tanh,0.1,uniform,2,0,SGD
12301,0.001,20,512,0.8724362370392795,50,tanh,0.5,uniform,2,0,SGD
19677,0.001,100,10,0.8724362370392795,100,selu,0.1,lecun_uniform,5,0,SGD
24471,0.01,100,2048,0.8724362370392795,50,relu,0.1,lecun_uniform,5,0,SGD
43401,0.01,100,512,0.8724362370392795,20,selu,0.1,uniform,2,0,SGD
48288,0.1,1000,256,0.8724362370392795,100,relu,0.1,he_uniform,5,0,SGD
24686,0.01,50,512,0.8724173162794218,50,relu,0.1,normal,2,0,SGD
33115,0.01,20,2048,0.8724173162794218,100,tanh,0,uniform,5,0,SGD
33583,0.01,20,256,0.8724173162794217,20,tanh,0.1,lecun_uniform,5,0,SGD
27895,0.01,20,2048,0.8723983955195641,20,softsign,0,lecun_uniform,2,0,SGD
34536,0.01,1000,2048,0.8723983955195641,100,tanh,0.1,he_uniform,2,0,SGD
43623,0.01,100,100,0.8723983955195641,50,selu,0.1,he_uniform,5,0,SGD
46942,0.1,200,2048,0.8723983955195641,100,relu,0,uniform,5,0,SGD
28327,0.01,20,100,0.872398395519564,20,softsign,0,uniform,2,0,SGD
28769,0.01,500,2048,0.872398395519564,50,softsign,0,he_uniform,2,0,SGD
31933,0.01,20,2048,0.8723794747597063,50,softsign,0.7,uniform,2,0,SGD
29912,0.01,50,2048,0.8723605539998487,20,softsign,0.1,he_uniform,2,0,SGD
42785,0.01,500,256,0.8723605539998487,50,selu,0.1,lecun_uniform,2,0,SGD
46240,0.1,200,256,0.8723605539998487,50,relu,0,lecun_uniform,2,0,SGD
42841,0.01,20,512,0.8723605539998486,1,selu,0.1,lecun_uniform,5,0,SGD
44048,0.01,50,2048,0.8723605539998486,20,selu,0.5,lecun_uniform,5,0,SGD
25621,0.01,20,2048,0.872341633239991,50,relu,0.5,lecun_uniform,5,0,SGD
35300,0.01,50,256,0.8723416332399909,100,tanh,0.5,uniform,2,0,SGD
46255,0.1,20,256,0.8723416332399909,20,relu,0,lecun_uniform,5,0,SGD
34789,0.01,20,512,0.8723227124801333,50,tanh,0.5,lecun_uniform,5,0,SGD
46247,0.1,500,256,0.8723227124801332,100,relu,0,lecun_uniform,2,0,SGD
47976,0.1,1000,256,0.8723037917202754,100,relu,0.1,uniform,2,0,SGD
10003,0.001,20,512,0.8722848709604178,100,tanh,0,uniform,2,0,SGD
26461,0.01,20,2048,0.8722848709604178,50,relu,0.5,he_uniform,2,0,SGD
43761,0.01,100,2048,0.8722848709604178,20,selu,0.1,he_uniform,5,0,SGD
43911,0.01,100,100,0.8722848709604178,50,selu,0.5,lecun_uniform,5,0,SGD
49639,0.1,20,100,0.8722848709604178,20,relu,0.7,lecun_uniform,2,0,SGD
10051,0.001,20,2048,0.8722848709604177,100,tanh,0,uniform,2,0,SGD
18583,0.001,20,256,0.8722848709604177,20,selu,0,lecun_uniform,2,0,SGD
37315,0.01,20,256,0.8722848709604177,100,sigmoid,0,normal,2,0,SGD
48082,0.1,200,2048,0.8722659502005601,20,relu,0.1,uniform,5,0,SGD
30391,0.01,20,256,0.8722470294407024,20,softsign,0.5,normal,2,0,SGD
43702,0.01,200,512,0.8722470294407024,100,selu,0.1,he_uniform,2,0,SGD
44287,0.01,20,512,0.8722470294407024,20,selu,0.5,normal,5,0,SGD
13507,0.001,20,2048,0.8722470294407023,100,tanh,0.7,uniform,2,0,SGD
20179,0.001,20,5,0.8722470294407023,100,selu,0.1,uniform,2,0,SGD
23239,0.01,20,512,0.8722470294407023,20,relu,0,lecun_uniform,2,0,SGD
32519,0.01,500,2048,0.8722470294407023,100,tanh,0,lecun_uniform,2,0,SGD
20726,0.001,50,2048,0.8722470294407022,50,selu,0.1,he_uniform,5,0,SGD
47437,0.1,20,512,0.8722281086808447,50,relu,0.1,lecun_uniform,2,0,SGD
30950,0.01,50,100,0.8722281086808445,50,softsign,0.5,he_uniform,5,0,SGD
46220,0.1,50,100,0.8722281086808445,100,relu,0,lecun_uniform,5,0,SGD
25622,0.01,50,2048,0.872209187920987,50,relu,0.5,lecun_uniform,5,0,SGD
49409,0.1,500,256,0.872209187920987,50,relu,0.5,he_uniform,2,0,SGD
20372,0.001,50,512,0.8722091879209869,100,selu,0.1,uniform,2,0,SGD
23203,0.01,20,256,0.8722091879209869,100,relu,0,lecun_uniform,2,0,SGD
28792,0.01,200,2048,0.8722091879209869,50,softsign,0,he_uniform,5,0,SGD
32845,0.01,20,5,0.8722091879209869,50,tanh,0,uniform,2,0,SGD
33047,0.01,500,512,0.8722091879209869,100,tanh,0,uniform,2,0,SGD
42895,0.01,20,2048,0.8722091879209868,20,selu,0.1,lecun_uniform,5,0,SGD
48739,0.1,20,10,0.8721713464012716,100,relu,0.5,normal,2,0,SGD
20947,0.001,20,512,0.8721713464012715,100,selu,0.5,lecun_uniform,2,0,SGD
44131,0.01,20,10,0.8721713464012715,100,selu,0.5,normal,2,0,SGD
48596,0.1,50,512,0.8721524256414139,100,relu,0.5,lecun_uniform,2,0,SGD
31051,0.01,20,512,0.8721524256414138,100,softsign,0.5,he_uniform,5,0,SGD
47485,0.1,20,2048,0.8721524256414137,50,relu,0.1,lecun_uniform,2,0,SGD
27669,0.01,100,5,0.8721335048815562,100,softsign,0,lecun_uniform,2,0,SGD
42263,0.01,500,512,0.872133504881556,100,selu,0,uniform,2,0,SGD
42881,0.01,500,2048,0.872133504881556,50,selu,0.1,lecun_uniform,2,0,SGD
48589,0.1,20,512,0.8721145841216984,50,relu,0.5,lecun_uniform,2,0,SGD
34724,0.01,50,256,0.8721145841216983,100,tanh,0.5,lecun_uniform,2,0,SGD
35047,0.01,20,512,0.8721145841216983,20,tanh,0.5,normal,2,0,SGD
48321,0.1,100,512,0.8721145841216983,20,relu,0.1,he_uniform,5,0,SGD
20629,0.001,20,256,0.8720956633618406,50,selu,0.1,he_uniform,5,0,SGD
31831,0.01,20,256,0.8720956633618406,20,softsign,0.7,uniform,2,0,SGD
31844,0.01,50,256,0.8720956633618406,100,softsign,0.7,uniform,2,0,SGD
34665,0.01,100,100,0.8720956633618406,20,tanh,0.5,lecun_uniform,2,0,SGD
35629,0.01,20,512,0.8720956633618406,50,tanh,0.5,he_uniform,2,0,SGD
42104,0.01,50,10,0.8720956633618406,20,selu,0,uniform,2,0,SGD
30476,0.01,50,512,0.8720956633618405,100,softsign,0.5,normal,5,0,SGD
42740,0.01,50,100,0.8720956633618405,100,selu,0.1,lecun_uniform,2,0,SGD
24447,0.01,100,2048,0.8720767426019829,50,relu,0.1,lecun_uniform,2,0,SGD
21559,0.001,20,2048,0.8720578218421252,20,selu,0.5,uniform,2,0,SGD
25316,0.01,50,2048,0.8720578218421252,100,relu,0.1,he_uniform,2,0,SGD
36775,0.01,20,512,0.8720578218421252,20,tanh,0.7,he_uniform,2,0,SGD
37843,0.01,20,100,0.8720578218421252,100,sigmoid,0,he_uniform,2,0,SGD
10531,0.001,20,256,0.8720578218421251,100,tanh,0.1,lecun_uniform,2,0,SGD
29055,0.01,100,2048,0.8720578218421251,50,softsign,0.1,lecun_uniform,2,0,SGD
34383,0.01,100,100,0.8720578218421251,50,tanh,0.1,he_uniform,2,0,SGD
43694,0.01,50,512,0.8720578218421251,50,selu,0.1,he_uniform,2,0,SGD
44551,0.01,20,512,0.8720578218421251,20,selu,0.5,uniform,2,0,SGD
29941,0.01,20,2048,0.8720389010822676,50,softsign,0.1,he_uniform,5,0,SGD
29638,0.01,200,2048,0.8720199803224098,100,softsign,0.1,uniform,2,0,SGD
34148,0.01,50,256,0.8720199803224098,100,tanh,0.1,uniform,2,0,SGD
44414,0.01,50,10,0.8720199803224098,50,selu,0.5,uniform,2,0,SGD
5948,0.001,50,256,0.8720199803224097,100,softsign,0.1,lecun_uniform,5,0,SGD
33273,0.01,100,256,0.8720199803224097,20,tanh,0,he_uniform,2,0,SGD
37363,0.01,20,512,0.8720199803224097,100,sigmoid,0,normal,2,0,SGD
18589,0.001,20,256,0.872001059562552,50,selu,0,lecun_uniform,2,0,SGD
29823,0.01,100,256,0.8719821388026944,50,softsign,0.1,he_uniform,2,0,SGD
36789,0.01,100,512,0.8719821388026944,100,tanh,0.7,he_uniform,2,0,SGD
41639,0.01,500,256,0.8719821388026944,100,selu,0,lecun_uniform,2,0,SGD
11203,0.001,20,2048,0.8719821388026943,100,tanh,0.1,uniform,2,0,SGD
28700,0.01,50,256,0.8719821388026943,100,softsign,0,he_uniform,5,0,SGD
42871,0.01,20,2048,0.8719632180428366,20,selu,0.1,lecun_uniform,2,0,SGD
49453,0.1,20,512,0.8719632180428366,50,relu,0.5,he_uniform,2,0,SGD
34621,0.01,20,10,0.8719632180428365,50,tanh,0.5,lecun_uniform,2,0,SGD
41672,0.01,50,512,0.871944297282979,20,selu,0,lecun_uniform,2,0,SGD
48358,0.1,200,2048,0.871944297282979,100,relu,0.1,he_uniform,2,0,SGD
41489,0.01,500,5,0.8719442972829788,50,selu,0,lecun_uniform,2,0,SGD
44997,0.01,100,10,0.8719442972829788,100,selu,0.7,lecun_uniform,2,0,SGD
32419,0.01,20,256,0.8719253765231212,100,tanh,0,lecun_uniform,2,0,SGD
13459,0.001,20,512,0.8719064557632635,100,tanh,0.7,uniform,2,0,SGD
34759,0.01,20,512,0.8719064557632635,20,tanh,0.5,lecun_uniform,2,0,SGD
45895,0.01,20,100,0.8719064557632635,20,selu,0.7,he_uniform,2,0,SGD
24967,0.01,20,512,0.8719064557632634,20,relu,0.1,uniform,2,0,SGD
29965,0.01,20,5,0.8719064557632634,50,softsign,0.5,lecun_uniform,2,0,SGD
32263,0.01,20,5,0.8719064557632634,20,tanh,0,lecun_uniform,2,0,SGD
38131,0.01,20,100,0.8719064557632634,100,sigmoid,0.1,lecun_uniform,2,0,SGD
44125,0.01,20,10,0.8719064557632634,50,selu,0.5,normal,2,0,SGD
45767,0.01,500,2048,0.8719064557632634,100,selu,0.7,uniform,2,0,SGD
44516,0.01,50,256,0.8718875350034058,100,selu,0.5,uniform,2,0,SGD
32466,0.01,1000,512,0.871868614243548,50,tanh,0,lecun_uniform,2,0,SGD
46907,0.1,500,2048,0.871868614243548,20,relu,0,uniform,2,0,SGD
24589,0.01,20,100,0.8718496934836903,50,relu,0.1,normal,2,0,SGD
47152,0.1,200,512,0.8718496934836903,50,relu,0,he_uniform,2,0,SGD
33623,0.01,500,512,0.8718307727238327,100,tanh,0.1,lecun_uniform,2,0,SGD
43958,0.01,50,256,0.8718307727238327,50,selu,0.5,lecun_uniform,5,0,SGD
33513,0.01,100,100,0.8718307727238326,20,tanh,0.1,lecun_uniform,2,0,SGD
35493,0.01,100,10,0.8718307727238326,100,tanh,0.5,he_uniform,2,0,SGD
36495,0.01,100,512,0.8718307727238326,50,tanh,0.7,uniform,2,0,SGD
20563,0.001,20,100,0.8718118519639749,100,selu,0.1,he_uniform,2,0,SGD
35917,0.01,20,512,0.8718118519639748,50,tanh,0.7,lecun_uniform,2,0,SGD
11803,0.001,20,2048,0.8717929312041173,100,tanh,0.5,lecun_uniform,5,0,SGD
43846,0.01,200,10,0.8717929312041173,100,selu,0.5,lecun_uniform,2,0,SGD
23011,0.001,20,2048,0.8717929312041172,100,selu,0.7,he_uniform,2,0,SGD
28821,0.01,100,5,0.8717929312041172,100,softsign,0.1,lecun_uniform,2,0,SGD
43699,0.01,20,512,0.8717929312041172,100,selu,0.1,he_uniform,2,0,SGD
44276,0.01,50,512,0.8717929312041172,100,selu,0.5,normal,2,0,SGD
44511,0.01,100,256,0.8717929312041172,50,selu,0.5,uniform,2,0,SGD
44805,0.01,100,256,0.8717929312041172,100,selu,0.5,he_uniform,2,0,SGD
49457,0.1,500,512,0.8717929312041172,50,relu,0.5,he_uniform,2,0,SGD
19807,0.001,20,512,0.871792931204117,20,selu,0.1,lecun_uniform,5,0,SGD
46361,0.1,500,2048,0.871792931204117,50,relu,0,lecun_uniform,5,0,SGD
34765,0.01,20,512,0.8717740104442595,50,tanh,0.5,lecun_uniform,2,0,SGD
48520,0.1,200,100,0.8717740104442595,50,relu,0.5,lecun_uniform,5,0,SGD
49165,0.1,20,512,0.8717740104442595,50,relu,0.5,uniform,2,0,SGD
48310,0.1,200,512,0.8717740104442594,100,relu,0.1,he_uniform,2,0,SGD
47679,0.1,100,256,0.8717550896844019,50,relu,0.1,normal,2,0,SGD
25555,0.01,20,512,0.8717550896844017,100,relu,0.5,lecun_uniform,2,0,SGD
33401,0.01,500,2048,0.8717550896844017,50,tanh,0,he_uniform,5,0,SGD
34551,0.01,100,2048,0.8717550896844017,50,tanh,0.1,he_uniform,5,0,SGD
44464,0.01,200,100,0.8717550896844017,50,selu,0.5,uniform,2,0,SGD
33662,0.01,50,2048,0.8717550896844016,50,tanh,0.1,lecun_uniform,2,0,SGD
48885,0.1,100,512,0.871736168924544,100,relu,0.5,normal,2,0,SGD
3427,0.001,20,2048,0.8717172481646863,100,relu,0.5,he_uniform,2,0,SGD
6013,0.001,20,2048,0.8717172481646863,50,softsign,0.1,lecun_uniform,2,0,SGD
21877,0.001,20,2048,0.8717172481646863,50,selu,0.5,he_uniform,5,0,SGD
24254,0.01,50,10,0.871679406644971,50,relu,0.1,lecun_uniform,2,0,SGD
10508,0.001,50,100,0.8716794066449709,100,tanh,0.1,lecun_uniform,5,0,SGD
29341,0.01,20,2048,0.8716794066449709,50,softsign,0.1,normal,2,0,SGD
32396,0.01,50,100,0.8716794066449709,100,tanh,0,lecun_uniform,5,0,SGD
44903,0.01,500,2048,0.8716794066449709,100,selu,0.5,he_uniform,2,0,SGD
46232,0.1,50,256,0.8716794066449709,20,relu,0,lecun_uniform,2,0,SGD
49654,0.1,200,100,0.8716794066449709,100,relu,0.7,lecun_uniform,2,0,SGD
29662,0.01,200,2048,0.8716794066449708,100,softsign,0.1,uniform,5,0,SGD
46055,0.01,500,2048,0.8716604858851131,100,selu,0.7,he_uniform,2,0,SGD
25503,0.01,100,256,0.8716415651252555,50,relu,0.5,lecun_uniform,2,0,SGD
32457,0.01,100,512,0.8716415651252555,20,tanh,0,lecun_uniform,2,0,SGD
41816,0.01,50,10,0.8716415651252555,20,selu,0,normal,2,0,SGD
45565,0.01,20,10,0.8716415651252555,50,selu,0.7,uniform,2,0,SGD
46913,0.1,500,2048,0.8716415651252555,50,relu,0,uniform,2,0,SGD
49364,0.1,50,100,0.8716415651252555,100,relu,0.5,he_uniform,2,0,SGD
29750,0.01,50,10,0.8716415651252554,50,softsign,0.1,he_uniform,5,0,SGD
