index,batch_size,activation,learning_rate,num_layers,units,auc,optimizer,epochs
74,50,relu,0.2,2,512,0.5,Adam,10
75,100,relu,0.2,2,512,0.5,Adam,10
76,200,relu,0.2,2,512,0.5,Adam,10
77,50,relu,0.2,5,512,0.5,Adam,10
78,100,relu,0.2,5,512,0.5,Adam,10
79,200,relu,0.2,5,512,0.5,Adam,10
80,50,relu,0.2,9,512,0.5,Adam,10
81,100,relu,0.2,9,512,0.5,Adam,10
82,200,relu,0.2,9,512,0.5,Adam,10
83,50,relu,0.5,2,512,0.5,Adam,10
84,100,relu,0.5,2,512,0.5,Adam,10
85,200,relu,0.5,2,512,0.5,Adam,10
86,50,relu,0.5,5,512,0.5,Adam,10
87,100,relu,0.5,5,512,0.5,Adam,10
88,200,relu,0.5,5,512,0.5,Adam,10
89,50,relu,0.5,9,512,0.5,Adam,10
90,100,relu,0.5,9,512,0.5,Adam,10
91,200,relu,0.5,9,512,0.5,Adam,10
115,200,sigmoid,0.1,5,512,0.5,SGD,10
117,100,sigmoid,0.1,9,512,0.5,SGD,10
118,200,sigmoid,0.1,9,512,0.5,SGD,10
119,50,sigmoid,0.2,2,512,0.5,SGD,10
120,100,sigmoid,0.2,2,512,0.5,SGD,10
121,200,sigmoid,0.2,2,512,0.5,SGD,10
122,50,sigmoid,0.2,5,512,0.5,SGD,10
123,100,sigmoid,0.2,5,512,0.5,SGD,10
124,200,sigmoid,0.2,5,512,0.5,SGD,10
126,100,sigmoid,0.2,9,512,0.5,SGD,10
127,200,sigmoid,0.2,9,512,0.5,SGD,10
129,100,sigmoid,0.5,2,512,0.5,SGD,10
130,200,sigmoid,0.5,2,512,0.5,SGD,10
131,50,sigmoid,0.5,5,512,0.5,SGD,10
133,200,sigmoid,0.5,5,512,0.5,SGD,10
135,100,sigmoid,0.5,9,512,0.5,SGD,10
136,200,sigmoid,0.5,9,512,0.5,SGD,10
149,50,sigmoid,0.01,5,512,0.5,Adam,10
150,100,sigmoid,0.01,5,512,0.5,Adam,10
151,200,sigmoid,0.01,5,512,0.5,Adam,10
152,50,sigmoid,0.01,9,512,0.5,Adam,10
153,100,sigmoid,0.01,9,512,0.5,Adam,10
154,200,sigmoid,0.01,9,512,0.5,Adam,10
155,50,sigmoid,0.1,2,512,0.5,Adam,10
156,100,sigmoid,0.1,2,512,0.5,Adam,10
157,200,sigmoid,0.1,2,512,0.5,Adam,10
158,50,sigmoid,0.1,5,512,0.5,Adam,10
159,100,sigmoid,0.1,5,512,0.5,Adam,10
160,200,sigmoid,0.1,5,512,0.5,Adam,10
161,50,sigmoid,0.1,9,512,0.5,Adam,10
162,100,sigmoid,0.1,9,512,0.5,Adam,10
163,200,sigmoid,0.1,9,512,0.5,Adam,10
164,50,sigmoid,0.2,2,512,0.5,Adam,10
165,100,sigmoid,0.2,2,512,0.5,Adam,10
166,200,sigmoid,0.2,2,512,0.5,Adam,10
167,50,sigmoid,0.2,5,512,0.5,Adam,10
168,100,sigmoid,0.2,5,512,0.5,Adam,10
169,200,sigmoid,0.2,5,512,0.5,Adam,10
170,50,sigmoid,0.2,9,512,0.5,Adam,10
171,100,sigmoid,0.2,9,512,0.5,Adam,10
172,200,sigmoid,0.2,9,512,0.5,Adam,10
173,50,sigmoid,0.5,2,512,0.5,Adam,10
174,100,sigmoid,0.5,2,512,0.5,Adam,10
175,200,sigmoid,0.5,2,512,0.5,Adam,10
176,50,sigmoid,0.5,5,512,0.5,Adam,10
177,100,sigmoid,0.5,5,512,0.5,Adam,10
178,200,sigmoid,0.5,5,512,0.5,Adam,10
179,50,sigmoid,0.5,9,512,0.5,Adam,10
180,100,sigmoid,0.5,9,512,0.5,Adam,10
181,200,sigmoid,0.5,9,512,0.5,Adam,10
203,50,selu,0.1,5,512,0.5,SGD,10
206,50,selu,0.1,9,512,0.5,SGD,10
207,100,selu,0.1,9,512,0.5,SGD,10
208,200,selu,0.1,9,512,0.5,SGD,10
209,50,selu,0.2,2,512,0.5,SGD,10
212,50,selu,0.2,5,512,0.5,SGD,10
215,50,selu,0.2,9,512,0.5,SGD,10
216,100,selu,0.2,9,512,0.5,SGD,10
217,200,selu,0.2,9,512,0.5,SGD,10
218,50,selu,0.5,2,512,0.5,SGD,10
219,100,selu,0.5,2,512,0.5,SGD,10
221,50,selu,0.5,5,512,0.5,SGD,10
222,100,selu,0.5,5,512,0.5,SGD,10
223,200,selu,0.5,5,512,0.5,SGD,10
224,50,selu,0.5,9,512,0.5,SGD,10
225,100,selu,0.5,9,512,0.5,SGD,10
226,200,selu,0.5,9,512,0.5,SGD,10
236,50,selu,0.01,2,512,0.5,Adam,10
237,100,selu,0.01,2,512,0.5,Adam,10
238,200,selu,0.01,2,512,0.5,Adam,10
239,50,selu,0.01,5,512,0.5,Adam,10
240,100,selu,0.01,5,512,0.5,Adam,10
241,200,selu,0.01,5,512,0.5,Adam,10
242,50,selu,0.01,9,512,0.5,Adam,10
244,200,selu,0.01,9,512,0.5,Adam,10
250,200,selu,0.1,5,512,0.5,Adam,10
253,200,selu,0.1,9,512,0.5,Adam,10
260,50,selu,0.2,9,512,0.5,Adam,10
261,100,selu,0.2,9,512,0.5,Adam,10
262,200,selu,0.2,9,512,0.5,Adam,10
267,100,selu,0.5,5,512,0.5,Adam,10
269,50,selu,0.5,9,512,0.5,Adam,10
270,100,selu,0.5,9,512,0.5,Adam,10
271,200,selu,0.5,9,512,0.5,Adam,10
291,100,relu,0.1,2,1024,0.5,SGD,10
300,100,relu,0.2,2,1024,0.5,SGD,10
302,50,relu,0.2,5,1024,0.5,SGD,10
303,100,relu,0.2,5,1024,0.5,SGD,10
306,100,relu,0.2,9,1024,0.5,SGD,10
308,50,relu,0.5,2,1024,0.5,SGD,10
309,100,relu,0.5,2,1024,0.5,SGD,10
311,50,relu,0.5,5,1024,0.5,SGD,10
312,100,relu,0.5,5,1024,0.5,SGD,10
314,50,relu,0.5,9,1024,0.5,SGD,10
315,100,relu,0.5,9,1024,0.5,SGD,10
326,50,relu,0.01,2,1024,0.5,Adam,10
327,100,relu,0.01,2,1024,0.5,Adam,10
328,200,relu,0.01,2,1024,0.5,Adam,10
329,50,relu,0.01,5,1024,0.5,Adam,10
330,100,relu,0.01,5,1024,0.5,Adam,10
331,200,relu,0.01,5,1024,0.5,Adam,10
332,50,relu,0.01,9,1024,0.5,Adam,10
333,100,relu,0.01,9,1024,0.5,Adam,10
334,200,relu,0.01,9,1024,0.5,Adam,10
335,50,relu,0.1,2,1024,0.5,Adam,10
336,100,relu,0.1,2,1024,0.5,Adam,10
337,200,relu,0.1,2,1024,0.5,Adam,10
338,50,relu,0.1,5,1024,0.5,Adam,10
339,100,relu,0.1,5,1024,0.5,Adam,10
340,200,relu,0.1,5,1024,0.5,Adam,10
341,50,relu,0.1,9,1024,0.5,Adam,10
342,100,relu,0.1,9,1024,0.5,Adam,10
343,200,relu,0.1,9,1024,0.5,Adam,10
344,50,relu,0.2,2,1024,0.5,Adam,10
345,100,relu,0.2,2,1024,0.5,Adam,10
346,200,relu,0.2,2,1024,0.5,Adam,10
347,50,relu,0.2,5,1024,0.5,Adam,10
348,100,relu,0.2,5,1024,0.5,Adam,10
349,200,relu,0.2,5,1024,0.5,Adam,10
350,50,relu,0.2,9,1024,0.5,Adam,10
351,100,relu,0.2,9,1024,0.5,Adam,10
352,200,relu,0.2,9,1024,0.5,Adam,10
353,50,relu,0.5,2,1024,0.5,Adam,10
354,100,relu,0.5,2,1024,0.5,Adam,10
355,200,relu,0.5,2,1024,0.5,Adam,10
356,50,relu,0.5,5,1024,0.5,Adam,10
357,100,relu,0.5,5,1024,0.5,Adam,10
358,200,relu,0.5,5,1024,0.5,Adam,10
359,50,relu,0.5,9,1024,0.5,Adam,10
360,100,relu,0.5,9,1024,0.5,Adam,10
361,200,relu,0.5,9,1024,0.5,Adam,10
380,50,sigmoid,0.1,2,1024,0.5,SGD,10
381,100,sigmoid,0.1,2,1024,0.5,SGD,10
383,50,sigmoid,0.1,5,1024,0.5,SGD,10
386,50,sigmoid,0.1,9,1024,0.5,SGD,10
387,100,sigmoid,0.1,9,1024,0.5,SGD,10
389,50,sigmoid,0.2,2,1024,0.5,SGD,10
390,100,sigmoid,0.2,2,1024,0.5,SGD,10
391,200,sigmoid,0.2,2,1024,0.5,SGD,10
392,50,sigmoid,0.2,5,1024,0.5,SGD,10
398,50,sigmoid,0.5,2,1024,0.5,SGD,10
399,100,sigmoid,0.5,2,1024,0.5,SGD,10
400,200,sigmoid,0.5,2,1024,0.5,SGD,10
401,50,sigmoid,0.5,5,1024,0.5,SGD,10
404,50,sigmoid,0.5,9,1024,0.5,SGD,10
405,100,sigmoid,0.5,9,1024,0.5,SGD,10
406,200,sigmoid,0.5,9,1024,0.5,SGD,10
413,50,sigmoid,0.001,9,1024,0.5,Adam,10
416,50,sigmoid,0.01,2,1024,0.5,Adam,10
417,100,sigmoid,0.01,2,1024,0.5,Adam,10
418,200,sigmoid,0.01,2,1024,0.5,Adam,10
419,50,sigmoid,0.01,5,1024,0.5,Adam,10
420,100,sigmoid,0.01,5,1024,0.5,Adam,10
421,200,sigmoid,0.01,5,1024,0.5,Adam,10
422,50,sigmoid,0.01,9,1024,0.5,Adam,10
423,100,sigmoid,0.01,9,1024,0.5,Adam,10
424,200,sigmoid,0.01,9,1024,0.5,Adam,10
425,50,sigmoid,0.1,2,1024,0.5,Adam,10
426,100,sigmoid,0.1,2,1024,0.5,Adam,10
427,200,sigmoid,0.1,2,1024,0.5,Adam,10
428,50,sigmoid,0.1,5,1024,0.5,Adam,10
429,100,sigmoid,0.1,5,1024,0.5,Adam,10
430,200,sigmoid,0.1,5,1024,0.5,Adam,10
431,50,sigmoid,0.1,9,1024,0.5,Adam,10
432,100,sigmoid,0.1,9,1024,0.5,Adam,10
433,200,sigmoid,0.1,9,1024,0.5,Adam,10
434,50,sigmoid,0.2,2,1024,0.5,Adam,10
435,100,sigmoid,0.2,2,1024,0.5,Adam,10
436,200,sigmoid,0.2,2,1024,0.5,Adam,10
437,50,sigmoid,0.2,5,1024,0.5,Adam,10
438,100,sigmoid,0.2,5,1024,0.5,Adam,10
439,200,sigmoid,0.2,5,1024,0.5,Adam,10
440,50,sigmoid,0.2,9,1024,0.5,Adam,10
441,100,sigmoid,0.2,9,1024,0.5,Adam,10
442,200,sigmoid,0.2,9,1024,0.5,Adam,10
443,50,sigmoid,0.5,2,1024,0.5,Adam,10
444,100,sigmoid,0.5,2,1024,0.5,Adam,10
445,200,sigmoid,0.5,2,1024,0.5,Adam,10
446,50,sigmoid,0.5,5,1024,0.5,Adam,10
447,100,sigmoid,0.5,5,1024,0.5,Adam,10
448,200,sigmoid,0.5,5,1024,0.5,Adam,10
449,50,sigmoid,0.5,9,1024,0.5,Adam,10
450,100,sigmoid,0.5,9,1024,0.5,Adam,10
451,200,sigmoid,0.5,9,1024,0.5,Adam,10
473,50,selu,0.1,5,1024,0.5,SGD,10
476,50,selu,0.1,9,1024,0.5,SGD,10
477,100,selu,0.1,9,1024,0.5,SGD,10
478,200,selu,0.1,9,1024,0.5,SGD,10
479,50,selu,0.2,2,1024,0.5,SGD,10
480,100,selu,0.2,2,1024,0.5,SGD,10
482,50,selu,0.2,5,1024,0.5,SGD,10
483,100,selu,0.2,5,1024,0.5,SGD,10
486,100,selu,0.2,9,1024,0.5,SGD,10
487,200,selu,0.2,9,1024,0.5,SGD,10
488,50,selu,0.5,2,1024,0.5,SGD,10
489,100,selu,0.5,2,1024,0.5,SGD,10
490,200,selu,0.5,2,1024,0.5,SGD,10
491,50,selu,0.5,5,1024,0.5,SGD,10
493,200,selu,0.5,5,1024,0.5,SGD,10
494,50,selu,0.5,9,1024,0.5,SGD,10
495,100,selu,0.5,9,1024,0.5,SGD,10
496,200,selu,0.5,9,1024,0.5,SGD,10
500,50,selu,0.001,5,1024,0.5,Adam,10
504,100,selu,0.001,9,1024,0.5,Adam,10
506,50,selu,0.01,2,1024,0.5,Adam,10
508,200,selu,0.01,2,1024,0.5,Adam,10
513,100,selu,0.01,9,1024,0.5,Adam,10
514,200,selu,0.01,9,1024,0.5,Adam,10
521,50,selu,0.1,9,1024,0.5,Adam,10
522,100,selu,0.1,9,1024,0.5,Adam,10
523,200,selu,0.1,9,1024,0.5,Adam,10
526,200,selu,0.2,2,1024,0.5,Adam,10
532,200,selu,0.2,9,1024,0.5,Adam,10
538,200,selu,0.5,5,1024,0.5,Adam,10
539,50,selu,0.5,9,1024,0.5,Adam,10
540,100,selu,0.5,9,1024,0.5,Adam,10
541,200,selu,0.5,9,1024,0.5,Adam,10
563,50,relu,0.1,5,2048,0.5,SGD,10
569,50,relu,0.2,2,2048,0.5,SGD,10
572,50,relu,0.2,5,2048,0.5,SGD,10
578,50,relu,0.5,2,2048,0.5,SGD,10
581,50,relu,0.5,5,2048,0.5,SGD,10
584,50,relu,0.5,9,2048,0.5,SGD,10
596,50,relu,0.01,2,2048,0.5,Adam,10
597,100,relu,0.01,2,2048,0.5,Adam,10
598,200,relu,0.01,2,2048,0.5,Adam,10
599,50,relu,0.01,5,2048,0.5,Adam,10
600,100,relu,0.01,5,2048,0.5,Adam,10
601,200,relu,0.01,5,2048,0.5,Adam,10
602,50,relu,0.01,9,2048,0.5,Adam,10
603,100,relu,0.01,9,2048,0.5,Adam,10
604,200,relu,0.01,9,2048,0.5,Adam,10
605,50,relu,0.1,2,2048,0.5,Adam,10
606,100,relu,0.1,2,2048,0.5,Adam,10
607,200,relu,0.1,2,2048,0.5,Adam,10
608,50,relu,0.1,5,2048,0.5,Adam,10
609,100,relu,0.1,5,2048,0.5,Adam,10
610,200,relu,0.1,5,2048,0.5,Adam,10
611,50,relu,0.1,9,2048,0.5,Adam,10
612,100,relu,0.1,9,2048,0.5,Adam,10
613,200,relu,0.1,9,2048,0.5,Adam,10
614,50,relu,0.2,2,2048,0.5,Adam,10
615,100,relu,0.2,2,2048,0.5,Adam,10
616,200,relu,0.2,2,2048,0.5,Adam,10
617,50,relu,0.2,5,2048,0.5,Adam,10
618,100,relu,0.2,5,2048,0.5,Adam,10
619,200,relu,0.2,5,2048,0.5,Adam,10
620,50,relu,0.2,9,2048,0.5,Adam,10
621,100,relu,0.2,9,2048,0.5,Adam,10
622,200,relu,0.2,9,2048,0.5,Adam,10
623,50,relu,0.5,2,2048,0.5,Adam,10
624,100,relu,0.5,2,2048,0.5,Adam,10
625,200,relu,0.5,2,2048,0.5,Adam,10
626,50,relu,0.5,5,2048,0.5,Adam,10
627,100,relu,0.5,5,2048,0.5,Adam,10
628,200,relu,0.5,5,2048,0.5,Adam,10
629,50,relu,0.5,9,2048,0.5,Adam,10
630,100,relu,0.5,9,2048,0.5,Adam,10
631,200,relu,0.5,9,2048,0.5,Adam,10
650,50,sigmoid,0.1,2,2048,0.5,SGD,10
651,100,sigmoid,0.1,2,2048,0.5,SGD,10
652,200,sigmoid,0.1,2,2048,0.5,SGD,10
653,50,sigmoid,0.1,5,2048,0.5,SGD,10
654,100,sigmoid,0.1,5,2048,0.5,SGD,10
655,200,sigmoid,0.1,5,2048,0.5,SGD,10
656,50,sigmoid,0.1,9,2048,0.5,SGD,10
657,100,sigmoid,0.1,9,2048,0.5,SGD,10
658,200,sigmoid,0.1,9,2048,0.5,SGD,10
660,100,sigmoid,0.2,2,2048,0.5,SGD,10
662,50,sigmoid,0.2,5,2048,0.5,SGD,10
663,100,sigmoid,0.2,5,2048,0.5,SGD,10
664,200,sigmoid,0.2,5,2048,0.5,SGD,10
666,100,sigmoid,0.2,9,2048,0.5,SGD,10
668,50,sigmoid,0.5,2,2048,0.5,SGD,10
669,100,sigmoid,0.5,2,2048,0.5,SGD,10
671,50,sigmoid,0.5,5,2048,0.5,SGD,10
672,100,sigmoid,0.5,5,2048,0.5,SGD,10
685,200,sigmoid,0.001,9,2048,0.5,Adam,10
686,50,sigmoid,0.01,2,2048,0.5,Adam,10
688,200,sigmoid,0.01,2,2048,0.5,Adam,10
689,50,sigmoid,0.01,5,2048,0.5,Adam,10
690,100,sigmoid,0.01,5,2048,0.5,Adam,10
691,200,sigmoid,0.01,5,2048,0.5,Adam,10
692,50,sigmoid,0.01,9,2048,0.5,Adam,10
693,100,sigmoid,0.01,9,2048,0.5,Adam,10
694,200,sigmoid,0.01,9,2048,0.5,Adam,10
695,50,sigmoid,0.1,2,2048,0.5,Adam,10
696,100,sigmoid,0.1,2,2048,0.5,Adam,10
697,200,sigmoid,0.1,2,2048,0.5,Adam,10
698,50,sigmoid,0.1,5,2048,0.5,Adam,10
699,100,sigmoid,0.1,5,2048,0.5,Adam,10
700,200,sigmoid,0.1,5,2048,0.5,Adam,10
701,50,sigmoid,0.1,9,2048,0.5,Adam,10
702,100,sigmoid,0.1,9,2048,0.5,Adam,10
703,200,sigmoid,0.1,9,2048,0.5,Adam,10
704,50,sigmoid,0.2,2,2048,0.5,Adam,10
705,100,sigmoid,0.2,2,2048,0.5,Adam,10
706,200,sigmoid,0.2,2,2048,0.5,Adam,10
707,50,sigmoid,0.2,5,2048,0.5,Adam,10
708,100,sigmoid,0.2,5,2048,0.5,Adam,10
709,200,sigmoid,0.2,5,2048,0.5,Adam,10
710,50,sigmoid,0.2,9,2048,0.5,Adam,10
711,100,sigmoid,0.2,9,2048,0.5,Adam,10
712,200,sigmoid,0.2,9,2048,0.5,Adam,10
713,50,sigmoid,0.5,2,2048,0.5,Adam,10
714,100,sigmoid,0.5,2,2048,0.5,Adam,10
715,200,sigmoid,0.5,2,2048,0.5,Adam,10
716,50,sigmoid,0.5,5,2048,0.5,Adam,10
717,100,sigmoid,0.5,5,2048,0.5,Adam,10
718,200,sigmoid,0.5,5,2048,0.5,Adam,10
719,50,sigmoid,0.5,9,2048,0.5,Adam,10
720,100,sigmoid,0.5,9,2048,0.5,Adam,10
721,200,sigmoid,0.5,9,2048,0.5,Adam,10
743,50,selu,0.1,5,2048,0.5,SGD,10
746,50,selu,0.1,9,2048,0.5,SGD,10
748,200,selu,0.1,9,2048,0.5,SGD,10
753,100,selu,0.2,5,2048,0.5,SGD,10
754,200,selu,0.2,5,2048,0.5,SGD,10
755,50,selu,0.2,9,2048,0.5,SGD,10
756,100,selu,0.2,9,2048,0.5,SGD,10
757,200,selu,0.2,9,2048,0.5,SGD,10
758,50,selu,0.5,2,2048,0.5,SGD,10
761,50,selu,0.5,5,2048,0.5,SGD,10
762,100,selu,0.5,5,2048,0.5,SGD,10
765,100,selu,0.5,9,2048,0.5,SGD,10
766,200,selu,0.5,9,2048,0.5,SGD,10
774,100,selu,0.001,9,2048,0.5,Adam,10
778,200,selu,0.01,2,2048,0.5,Adam,10
780,100,selu,0.01,5,2048,0.5,Adam,10
782,50,selu,0.01,9,2048,0.5,Adam,10
784,200,selu,0.01,9,2048,0.5,Adam,10
786,100,selu,0.1,2,2048,0.5,Adam,10
789,100,selu,0.1,5,2048,0.5,Adam,10
790,200,selu,0.1,5,2048,0.5,Adam,10
791,50,selu,0.1,9,2048,0.5,Adam,10
792,100,selu,0.1,9,2048,0.5,Adam,10
793,200,selu,0.1,9,2048,0.5,Adam,10
797,50,selu,0.2,5,2048,0.5,Adam,10
798,100,selu,0.2,5,2048,0.5,Adam,10
799,200,selu,0.2,5,2048,0.5,Adam,10
802,200,selu,0.2,9,2048,0.5,Adam,10
808,200,selu,0.5,5,2048,0.5,Adam,10
809,50,selu,0.5,9,2048,0.5,Adam,10
810,100,selu,0.5,9,2048,0.5,Adam,10
811,200,selu,0.5,9,2048,0.5,Adam,10
245,50,selu,0.1,2,512,0.49933777340498,Adam,10
